,anio,region,prov,mes,f_BIODIESEL
2825,2014,3,9,12,0
2826,2014,1,4,12,0
2827,2014,0,0,12,0
2828,2014,0,0,12,0
2829,2014,3,9,12,0
2830,2014,4,0,12,1
2831,2014,4,0,12,1
2832,2014,1,4,12,0
2833,2014,4,0,12,1
2834,2014,4,0,12,1
2835,2014,7,19,12,0
2836,2014,6,10,12,0
2837,2014,7,19,12,0
2838,2014,3,14,12,0
2839,2014,8,3,12,0
2840,2014,8,3,12,0
2841,2014,1,4,12,0
2842,2014,7,18,12,0
2843,2014,2,12,12,0
2844,2014,7,6,12,0
2845,2014,3,14,12,0
2846,2014,2,12,12,0
2847,2014,3,14,12,1
2848,2014,3,14,12,1
2849,2014,3,14,12,1
2850,2014,5,17,12,0
2851,2014,3,14,12,0
2852,2014,3,14,12,0
2853,2014,4,0,12,0
2854,2014,3,9,12,0
2855,2014,4,0,12,0
2856,2014,5,0,12,1
2857,2014,1,4,12,0
2858,2014,7,13,12,0
2859,2014,5,17,12,1
2860,2014,8,3,12,0
2861,2014,7,13,12,0
2862,2014,3,14,12,0
2863,2015,5,0,1,1
2864,2015,5,0,1,1
2865,2015,8,3,1,0
2866,2015,7,8,1,0
2867,2015,7,8,1,0
2868,2015,3,9,1,0
2869,2015,7,19,1,0
2870,2015,1,4,1,0
2871,2015,3,9,1,0
2872,2015,1,4,1,0
2873,2015,1,4,1,0
2874,2015,2,12,1,0
2875,2015,3,14,1,0
2876,2015,2,12,1,0
2877,2015,3,9,1,0
2878,2015,3,14,1,0
2879,2015,8,3,1,0
2880,2015,4,0,1,1
2881,2015,4,0,1,1
2882,2015,7,19,1,0
2883,2015,3,9,1,0
2884,2015,1,4,1,0
2885,2015,3,14,1,0
2886,2015,3,14,1,0
2887,2015,3,14,1,0
2888,2015,7,19,1,0
2889,2015,3,9,1,1
2890,2015,3,9,1,1
2891,2015,3,9,1,0
2892,2015,7,6,1,0
2893,2015,1,4,1,0
2894,2015,8,3,1,0
2895,2015,7,18,1,0
2896,2015,3,9,1,0
2897,2015,1,4,1,0
2898,2015,0,0,1,0
2899,2015,0,0,1,0
2900,2015,3,9,1,0
2901,2015,4,0,1,1
2902,2015,4,0,1,1
2903,2015,1,4,1,0
2904,2015,4,0,1,1
2905,2015,4,0,1,1
2906,2015,7,19,1,0
2907,2015,6,10,1,0
2908,2015,7,19,1,0
2909,2015,3,14,1,0
2910,2015,8,3,1,0
2911,2015,8,3,1,0
2912,2015,1,4,1,0
2913,2015,7,18,1,0
2914,2015,2,12,1,0
2915,2015,7,6,1,0
2916,2015,3,14,1,0
2917,2015,2,12,1,0
2918,2015,3,14,1,1
2919,2015,3,14,1,1
2920,2015,3,14,1,1
2921,2015,5,17,1,0
2922,2015,3,14,1,0
2923,2015,3,14,1,0
2924,2015,4,0,1,0
2925,2015,3,9,1,0
2926,2015,4,0,1,0
2927,2015,5,0,1,1
2928,2015,1,4,1,0
2929,2015,7,13,1,0
2930,2015,5,17,1,1
2931,2015,8,3,1,0
2932,2015,7,13,1,0
2933,2015,3,14,1,0
2934,2015,5,0,2,1
2935,2015,5,0,2,1
2936,2015,8,3,2,0
2937,2015,7,8,2,0
2938,2015,7,8,2,0
2939,2015,3,9,2,0
2940,2015,7,19,2,0
2941,2015,1,4,2,0
2942,2015,3,9,2,0
2943,2015,1,4,2,0
2944,2015,1,4,2,0
2945,2015,2,12,2,0
2946,2015,3,14,2,0
2947,2015,2,12,2,0
2948,2015,3,9,2,0
2949,2015,3,14,2,0
2950,2015,8,3,2,0
2951,2015,4,0,2,1
2952,2015,4,0,2,1
2953,2015,7,19,2,0
2954,2015,3,9,2,0
2955,2015,1,4,2,0
2956,2015,3,14,2,0
2957,2015,3,14,2,0
2958,2015,3,14,2,0
2959,2015,7,19,2,0
2960,2015,3,9,2,1
2961,2015,3,9,2,1
2962,2015,3,9,2,0
2963,2015,7,6,2,0
2964,2015,1,4,2,0
2965,2015,8,3,2,0
2966,2015,7,18,2,0
2967,2015,3,9,2,0
2968,2015,1,4,2,0
2969,2015,0,0,2,0
2970,2015,0,0,2,0
2971,2015,3,9,2,0
2972,2015,4,0,2,1
2973,2015,4,0,2,1
2974,2015,1,4,2,0
2975,2015,4,0,2,1
2976,2015,4,0,2,1
2977,2015,7,19,2,0
2978,2015,6,10,2,0
2979,2015,7,19,2,0
2980,2015,3,14,2,0
2981,2015,8,3,2,0
2982,2015,8,3,2,0
2983,2015,1,4,2,0
2984,2015,7,18,2,0
2985,2015,2,12,2,0
2986,2015,7,6,2,0
2987,2015,3,14,2,0
2988,2015,2,12,2,0
2989,2015,3,14,2,1
2990,2015,3,14,2,1
2991,2015,3,14,2,1
2992,2015,5,17,2,0
2993,2015,3,14,2,0
2994,2015,3,14,2,0
2995,2015,4,0,2,0
2996,2015,3,9,2,0
2997,2015,4,0,2,0
2998,2015,5,0,2,1
2999,2015,1,4,2,0
3000,2015,7,13,2,0
3001,2015,5,17,2,1
3002,2015,8,3,2,0
3003,2015,7,13,2,0
3004,2015,3,14,2,0
3005,2015,5,0,3,1
3006,2015,5,0,3,1
3007,2015,8,3,3,0
3008,2015,7,8,3,0
3009,2015,7,8,3,0
3010,2015,3,9,3,0
3011,2015,7,19,3,0
3012,2015,1,4,3,0
3013,2015,3,9,3,0
3014,2015,1,4,3,0
3015,2015,1,4,3,0
3016,2015,2,12,3,0
3017,2015,3,14,3,0
3018,2015,2,12,3,0
3019,2015,3,9,3,0
3020,2015,3,14,3,0
3021,2015,8,3,3,0
3022,2015,4,0,3,1
3023,2015,4,0,3,1
3024,2015,7,19,3,0
3025,2015,3,9,3,0
3026,2015,1,4,3,0
3027,2015,3,14,3,0
3028,2015,3,14,3,0
3029,2015,3,14,3,0
3030,2015,7,19,3,0
3031,2015,3,9,3,1
3032,2015,3,9,3,1
3033,2015,3,9,3,0
3034,2015,7,6,3,0
3035,2015,1,4,3,0
3036,2015,8,3,3,0
3037,2015,7,18,3,0
3038,2015,3,9,3,0
3039,2015,1,4,3,0
3040,2015,0,0,3,0
3041,2015,0,0,3,0
3042,2015,3,9,3,0
3043,2015,4,0,3,1
3044,2015,4,0,3,1
3045,2015,1,4,3,0
3046,2015,4,0,3,1
3047,2015,4,0,3,1
3048,2015,7,19,3,0
3049,2015,6,10,3,0
3050,2015,7,19,3,0
3051,2015,3,14,3,0
3052,2015,8,3,3,0
3053,2015,8,3,3,0
3054,2015,1,4,3,0
3055,2015,7,18,3,0
3056,2015,2,12,3,0
3057,2015,7,6,3,0
3058,2015,3,14,3,0
3059,2015,2,12,3,0
3060,2015,3,14,3,1
3061,2015,3,14,3,1
3062,2015,3,14,3,1
3063,2015,5,17,3,0
3064,2015,3,14,3,0
3065,2015,3,14,3,0
3066,2015,4,0,3,0
3067,2015,3,9,3,0
3068,2015,4,0,3,0
3069,2015,5,0,3,1
3070,2015,1,4,3,0
3071,2015,7,13,3,0
3072,2015,5,17,3,1
3073,2015,8,3,3,0
3074,2015,7,13,3,0
3075,2015,3,14,3,0
3076,2015,5,0,4,1
3077,2015,5,0,4,1
3078,2015,8,3,4,0
3079,2015,7,8,4,0
3080,2015,7,8,4,0
3081,2015,3,9,4,0
3082,2015,7,19,4,0
3083,2015,1,4,4,0
3084,2015,3,9,4,0
3085,2015,1,4,4,0
3086,2015,1,4,4,0
3087,2015,2,12,4,0
3088,2015,3,14,4,0
3089,2015,2,12,4,0
3090,2015,3,9,4,0
3091,2015,3,14,4,0
3092,2015,8,3,4,0
3093,2015,4,0,4,1
3094,2015,4,0,4,1
3095,2015,7,19,4,0
3096,2015,3,9,4,0
3097,2015,1,4,4,0
3098,2015,3,14,4,0
3099,2015,3,14,4,0
3100,2015,3,14,4,0
3101,2015,7,19,4,0
3102,2015,3,9,4,1
3103,2015,3,9,4,1
3104,2015,3,9,4,0
3105,2015,7,6,4,0
3106,2015,1,4,4,0
3107,2015,8,3,4,0
3108,2015,7,18,4,0
3109,2015,3,9,4,0
3110,2015,1,4,4,0
3111,2015,0,0,4,0
3112,2015,0,0,4,0
3113,2015,3,9,4,0
3114,2015,4,0,4,1
3115,2015,4,0,4,1
3116,2015,1,4,4,0
3117,2015,4,0,4,1
3118,2015,4,0,4,1
3119,2015,7,19,4,0
3120,2015,6,10,4,0
3121,2015,7,19,4,0
3122,2015,3,14,4,0
3123,2015,8,3,4,0
3124,2015,8,3,4,0
3125,2015,1,4,4,0
3126,2015,7,18,4,0
3127,2015,2,12,4,0
3128,2015,7,6,4,0
3129,2015,3,14,4,0
3130,2015,2,12,4,0
3131,2015,3,14,4,1
3132,2015,3,14,4,1
3133,2015,3,14,4,1
3134,2015,5,17,4,0
3135,2015,3,14,4,0
3136,2015,3,14,4,0
3137,2015,4,0,4,0
3138,2015,3,9,4,0
3139,2015,4,0,4,0
3140,2015,5,0,4,1
3141,2015,1,4,4,0
3142,2015,7,13,4,0
3143,2015,5,17,4,1
3144,2015,8,3,4,0
3145,2015,7,13,4,0
3146,2015,3,14,4,0
3147,2015,5,0,5,1
3148,2015,5,0,5,1
3149,2015,8,3,5,0
3150,2015,7,8,5,0
3151,2015,7,8,5,0
3152,2015,3,9,5,0
3153,2015,7,19,5,0
3154,2015,1,4,5,0
3155,2015,3,9,5,0
3156,2015,1,4,5,0
3157,2015,1,4,5,0
3158,2015,2,12,5,0
3159,2015,3,14,5,0
3160,2015,2,12,5,0
3161,2015,3,9,5,0
3162,2015,3,14,5,0
3163,2015,8,3,5,0
3164,2015,4,0,5,1
3165,2015,4,0,5,1
3166,2015,7,19,5,0
3167,2015,3,9,5,0
3168,2015,1,4,5,0
3169,2015,3,14,5,0
3170,2015,3,14,5,0
3171,2015,3,14,5,0
3172,2015,7,19,5,0
3173,2015,3,9,5,1
3174,2015,3,9,5,1
3175,2015,3,9,5,0
3176,2015,7,6,5,0
3177,2015,1,4,5,0
3178,2015,8,3,5,0
3179,2015,7,18,5,0
3180,2015,3,9,5,0
3181,2015,1,4,5,0
3182,2015,0,0,5,0
3183,2015,0,0,5,0
3184,2015,3,9,5,0
3185,2015,4,0,5,1
3186,2015,4,0,5,1
3187,2015,1,4,5,0
3188,2015,4,0,5,1
3189,2015,4,0,5,1
3190,2015,7,19,5,0
3191,2015,6,10,5,0
3192,2015,7,19,5,0
3193,2015,3,14,5,0
3194,2015,8,3,5,0
3195,2015,8,3,5,0
3196,2015,1,4,5,0
3197,2015,7,18,5,0
3198,2015,2,12,5,0
3199,2015,7,6,5,0
3200,2015,3,14,5,0
3201,2015,2,12,5,0
3202,2015,3,14,5,1
3203,2015,3,14,5,1
3204,2015,3,14,5,1
3205,2015,5,17,5,0
3206,2015,3,14,5,0
3207,2015,3,14,5,0
3208,2015,4,0,5,0
3209,2015,3,9,5,0
3210,2015,4,0,5,0
3211,2015,5,0,5,1
3212,2015,1,4,5,0
3213,2015,7,13,5,0
3214,2015,5,17,5,1
3215,2015,8,3,5,0
3216,2015,7,13,5,0
3217,2015,3,14,5,0
3218,2015,5,0,6,1
3219,2015,5,0,6,1
3220,2015,8,3,6,0
3221,2015,7,8,6,0
3222,2015,7,8,6,0
3223,2015,3,9,6,0
3224,2015,7,19,6,0
3225,2015,1,4,6,0
3226,2015,3,9,6,0
3227,2015,1,4,6,0
3228,2015,1,4,6,0
3229,2015,2,12,6,0
3230,2015,3,14,6,0
3231,2015,2,12,6,0
3232,2015,3,9,6,0
3233,2015,3,14,6,0
3234,2015,8,3,6,0
3235,2015,4,0,6,1
3236,2015,4,0,6,1
3237,2015,7,19,6,0
3238,2015,3,9,6,0
3239,2015,1,4,6,0
3240,2015,3,14,6,0
3241,2015,3,14,6,0
3242,2015,3,14,6,0
3243,2015,7,19,6,0
3244,2015,3,9,6,1
3245,2015,3,9,6,1
3246,2015,3,9,6,0
3247,2015,7,6,6,0
3248,2015,1,4,6,0
3249,2015,8,3,6,0
3250,2015,7,18,6,0
3251,2015,3,9,6,0
3252,2015,1,4,6,0
3253,2015,0,0,6,0
3254,2015,0,0,6,0
3255,2015,3,9,6,0
3256,2015,4,0,6,1
3257,2015,4,0,6,1
3258,2015,1,4,6,0
3259,2015,4,0,6,1
3260,2015,4,0,6,1
3261,2015,7,19,6,0
3262,2015,6,10,6,0
3263,2015,7,19,6,0
3264,2015,3,14,6,0
3265,2015,8,3,6,0
3266,2015,8,3,6,0
3267,2015,1,4,6,0
3268,2015,7,18,6,0
3269,2015,2,12,6,0
3270,2015,7,6,6,0
3271,2015,3,14,6,0
3272,2015,2,12,6,0
3273,2015,3,14,6,1
3274,2015,3,14,6,1
3275,2015,3,14,6,1
3276,2015,5,17,6,0
3277,2015,3,14,6,0
3278,2015,3,14,6,0
3279,2015,4,0,6,0
3280,2015,3,9,6,0
3281,2015,4,0,6,0
3282,2015,5,0,6,1
3283,2015,1,4,6,0
3284,2015,7,13,6,0
3285,2015,5,17,6,1
3286,2015,8,3,6,0
3287,2015,7,13,6,0
3288,2015,3,14,6,0
3289,2015,5,0,7,1
3290,2015,5,0,7,1
3291,2015,8,3,7,0
3292,2015,7,8,7,0
3293,2015,7,8,7,0
3294,2015,3,9,7,0
3295,2015,7,19,7,0
3296,2015,1,4,7,0
3297,2015,3,9,7,0
3298,2015,1,4,7,0
3299,2015,1,4,7,0
3300,2015,2,12,7,0
3301,2015,3,14,7,0
3302,2015,2,12,7,0
3303,2015,3,9,7,0
3304,2015,3,14,7,0
3305,2015,8,3,7,0
3306,2015,4,0,7,1
3307,2015,4,0,7,1
3308,2015,7,19,7,0
3309,2015,3,9,7,0
3310,2015,1,4,7,0
3311,2015,3,14,7,0
3312,2015,3,14,7,0
3313,2015,3,14,7,0
3314,2015,7,19,7,0
3315,2015,3,9,7,1
3316,2015,3,9,7,1
3317,2015,3,9,7,0
3318,2015,7,6,7,0
3319,2015,1,4,7,0
3320,2015,8,3,7,0
3321,2015,7,18,7,0
3322,2015,3,9,7,0
3323,2015,1,4,7,0
3324,2015,0,0,7,0
3325,2015,0,0,7,0
3326,2015,3,9,7,0
3327,2015,4,0,7,1
3328,2015,4,0,7,1
3329,2015,1,4,7,0
3330,2015,4,0,7,1
3331,2015,4,0,7,1
3332,2015,7,19,7,0
3333,2015,6,10,7,0
3334,2015,7,19,7,0
3335,2015,3,14,7,0
3336,2015,8,3,7,0
3337,2015,8,3,7,0
3338,2015,1,4,7,0
3339,2015,7,18,7,0
3340,2015,2,12,7,0
3341,2015,7,6,7,0
3342,2015,3,14,7,0
3343,2015,2,12,7,0
3344,2015,3,14,7,1
3345,2015,3,14,7,1
3346,2015,3,14,7,1
3347,2015,5,17,7,0
3348,2015,3,14,7,0
3349,2015,3,14,7,0
3350,2015,4,0,7,0
3351,2015,3,9,7,0
3352,2015,4,0,7,0
3353,2015,5,0,7,1
3354,2015,1,4,7,0
3355,2015,7,13,7,0
3356,2015,5,17,7,1
3357,2015,8,3,7,0
3358,2015,7,13,7,0
3359,2015,3,14,7,0
3360,2015,5,0,8,1
3361,2015,5,0,8,1
3362,2015,8,3,8,0
3363,2015,7,8,8,0
3364,2015,7,8,8,0
3365,2015,3,9,8,0
3366,2015,7,19,8,0
3367,2015,1,4,8,0
3368,2015,3,9,8,0
3369,2015,1,4,8,0
3370,2015,1,4,8,0
3371,2015,2,12,8,0
3372,2015,3,14,8,0
3373,2015,2,12,8,0
3374,2015,3,9,8,0
3375,2015,3,14,8,0
3376,2015,8,3,8,0
3377,2015,4,0,8,1
3378,2015,4,0,8,1
3379,2015,7,19,8,0
3380,2015,3,9,8,0
3381,2015,1,4,8,0
3382,2015,3,14,8,0
3383,2015,3,14,8,0
3384,2015,3,14,8,0
3385,2015,7,19,8,0
3386,2015,3,9,8,1
3387,2015,3,9,8,1
3388,2015,3,9,8,0
3389,2015,7,6,8,0
3390,2015,1,4,8,0
3391,2015,8,3,8,0
3392,2015,7,18,8,0
3393,2015,3,9,8,0
3394,2015,1,4,8,0
3395,2015,0,0,8,0
3396,2015,0,0,8,0
3397,2015,3,9,8,0
3398,2015,4,0,8,1
3399,2015,4,0,8,1
3400,2015,1,4,8,0
3401,2015,4,0,8,1
3402,2015,4,0,8,1
3403,2015,7,19,8,0
3404,2015,6,10,8,0
3405,2015,7,19,8,0
3406,2015,3,14,8,0
3407,2015,8,3,8,0
3408,2015,8,3,8,0
3409,2015,1,4,8,0
3410,2015,7,18,8,0
3411,2015,2,12,8,0
3412,2015,7,6,8,0
3413,2015,3,14,8,0
3414,2015,2,12,8,0
3415,2015,3,14,8,1
3416,2015,3,14,8,1
3417,2015,3,14,8,1
3418,2015,5,17,8,0
3419,2015,3,14,8,0
3420,2015,3,14,8,0
3421,2015,4,0,8,0
3422,2015,3,9,8,0
3423,2015,4,0,8,0
3424,2015,5,0,8,1
3425,2015,1,4,8,0
3426,2015,7,13,8,0
3427,2015,5,17,8,1
3428,2015,8,3,8,0
3429,2015,7,13,8,0
3430,2015,3,14,8,0
3431,2015,5,0,9,1
3432,2015,5,0,9,1
3433,2015,8,3,9,0
3434,2015,7,8,9,0
3435,2015,7,8,9,0
3436,2015,3,9,9,0
3437,2015,7,19,9,0
3438,2015,1,4,9,0
3439,2015,3,9,9,0
3440,2015,1,4,9,0
3441,2015,1,4,9,0
3442,2015,2,12,9,0
3443,2015,3,14,9,0
3444,2015,2,12,9,0
3445,2015,3,9,9,0
3446,2015,3,14,9,0
3447,2015,8,3,9,0
3448,2015,4,0,9,1
3449,2015,4,0,9,1
3450,2015,7,19,9,0
3451,2015,3,9,9,0
3452,2015,1,4,9,0
3453,2015,3,14,9,0
3454,2015,3,14,9,0
3455,2015,3,14,9,0
3456,2015,7,19,9,0
3457,2015,3,9,9,1
3458,2015,3,9,9,1
3459,2015,3,9,9,0
3460,2015,7,6,9,0
3461,2015,1,4,9,0
3462,2015,8,3,9,0
3463,2015,7,18,9,0
3464,2015,3,9,9,0
3465,2015,1,4,9,0
3466,2015,0,0,9,0
3467,2015,0,0,9,0
3468,2015,3,9,9,0
3469,2015,4,0,9,1
3470,2015,4,0,9,1
3471,2015,1,4,9,0
3472,2015,4,0,9,1
3473,2015,4,0,9,1
3474,2015,7,19,9,0
3475,2015,6,10,9,0
3476,2015,7,19,9,0
3477,2015,3,14,9,0
3478,2015,8,3,9,0
3479,2015,8,3,9,0
3480,2015,1,4,9,0
3481,2015,7,18,9,0
3482,2015,2,12,9,0
3483,2015,7,6,9,0
3484,2015,3,14,9,0
3485,2015,2,12,9,0
3486,2015,3,14,9,1
3487,2015,3,14,9,1
3488,2015,3,14,9,1
3489,2015,5,17,9,0
3490,2015,3,14,9,0
3491,2015,3,14,9,0
3492,2015,4,0,9,0
3493,2015,3,9,9,0
3494,2015,4,0,9,0
3495,2015,5,0,9,1
3496,2015,1,4,9,0
3497,2015,7,13,9,0
3498,2015,5,17,9,1
3499,2015,8,3,9,0
3500,2015,7,13,9,0
3501,2015,3,14,9,0
3502,2015,5,0,10,1
3503,2015,5,0,10,1
3504,2015,8,3,10,0
3505,2015,7,8,10,0
3506,2015,7,8,10,0
3507,2015,3,9,10,0
3508,2015,7,19,10,0
3509,2015,1,4,10,0
3510,2015,3,9,10,0
3511,2015,1,4,10,0
3512,2015,1,4,10,0
3513,2015,2,12,10,0
3514,2015,3,14,10,0
3515,2015,2,12,10,0
3516,2015,3,9,10,0
3517,2015,3,14,10,0
3518,2015,8,3,10,0
3519,2015,4,0,10,1
3520,2015,4,0,10,1
3521,2015,7,19,10,0
3522,2015,3,9,10,0
3523,2015,1,4,10,0
3524,2015,3,14,10,0
3525,2015,3,14,10,0
3526,2015,3,14,10,0
3527,2015,7,19,10,0
3528,2015,3,9,10,1
3529,2015,3,9,10,1
3530,2015,3,9,10,0
3531,2015,7,6,10,0
3532,2015,1,4,10,0
3533,2015,8,3,10,0
3534,2015,7,18,10,0
3535,2015,3,9,10,0
3536,2015,1,4,10,0
3537,2015,0,0,10,0
3538,2015,0,0,10,0
3539,2015,3,9,10,0
3540,2015,4,0,10,1
3541,2015,4,0,10,1
3542,2015,1,4,10,0
3543,2015,4,0,10,1
3544,2015,4,0,10,1
3545,2015,7,19,10,0
3546,2015,6,10,10,0
3547,2015,7,19,10,0
3548,2015,3,14,10,0
3549,2015,8,3,10,0
3550,2015,8,3,10,0
3551,2015,1,4,10,0
3552,2015,7,18,10,0
3553,2015,2,12,10,0
3554,2015,7,6,10,0
3555,2015,3,14,10,0
3556,2015,2,12,10,0
3557,2015,3,14,10,1
3558,2015,3,14,10,1
3559,2015,3,14,10,1
3560,2015,5,17,10,0
3561,2015,3,14,10,0
3562,2015,3,14,10,0
3563,2015,4,0,10,0
3564,2015,3,9,10,0
3565,2015,4,0,10,0
3566,2015,5,0,10,1
3567,2015,1,4,10,0
3568,2015,7,13,10,0
3569,2015,5,17,10,1
3570,2015,8,3,10,0
3571,2015,7,13,10,0
3572,2015,3,14,10,0
3573,2015,5,0,11,1
3574,2015,5,0,11,1
3575,2015,8,3,11,0
3576,2015,7,8,11,0
3577,2015,7,8,11,0
3578,2015,3,9,11,0
3579,2015,7,19,11,0
3580,2015,1,4,11,0
3581,2015,3,9,11,0
3582,2015,1,4,11,0
3583,2015,1,4,11,0
3584,2015,2,12,11,0
3585,2015,3,14,11,0
3586,2015,2,12,11,0
3587,2015,3,9,11,0
3588,2015,3,14,11,0
3589,2015,8,3,11,0
3590,2015,4,0,11,1
3591,2015,4,0,11,1
3592,2015,7,19,11,0
3593,2015,3,9,11,0
3594,2015,1,4,11,0
3595,2015,3,14,11,0
3596,2015,3,14,11,0
3597,2015,3,14,11,0
3598,2015,7,19,11,0
3599,2015,3,9,11,1
3600,2015,3,9,11,1
3601,2015,3,9,11,0
3602,2015,7,6,11,0
3603,2015,1,4,11,0
3604,2015,8,3,11,0
3605,2015,7,18,11,0
3606,2015,3,9,11,0
3607,2015,1,4,11,0
3608,2015,0,0,11,0
3609,2015,0,0,11,0
3610,2015,3,9,11,0
3611,2015,4,0,11,1
3612,2015,4,0,11,1
3613,2015,1,4,11,0
3614,2015,4,0,11,1
3615,2015,4,0,11,1
3616,2015,7,19,11,0
3617,2015,6,10,11,0
3618,2015,7,19,11,0
3619,2015,3,14,11,0
3620,2015,8,3,11,0
3621,2015,8,3,11,0
3622,2015,1,4,11,0
3623,2015,7,18,11,0
3624,2015,2,12,11,0
3625,2015,7,6,11,0
3626,2015,3,14,11,0
3627,2015,2,12,11,0
3628,2015,3,14,11,1
3629,2015,3,14,11,1
3630,2015,3,14,11,1
3631,2015,5,17,11,0
3632,2015,3,14,11,0
3633,2015,3,14,11,0
3634,2015,4,0,11,0
3635,2015,3,9,11,0
3636,2015,4,0,11,0
3637,2015,5,0,11,1
3638,2015,1,4,11,0
3639,2015,7,13,11,0
3640,2015,5,17,11,1
3641,2015,8,3,11,0
3642,2015,7,13,11,0
3643,2015,3,14,11,0
3644,2015,5,0,12,1
3645,2015,5,0,12,1
3646,2015,8,3,12,0
3647,2015,7,8,12,0
3648,2015,7,8,12,0
3649,2015,3,9,12,0
3650,2015,7,19,12,0
3651,2015,1,4,12,0
3652,2015,3,9,12,0
3653,2015,1,4,12,0
3654,2015,1,4,12,0
3655,2015,2,12,12,0
3656,2015,3,14,12,0
3657,2015,2,12,12,0
3658,2015,3,9,12,0
3659,2015,3,14,12,0
3660,2015,8,3,12,0
3661,2015,4,0,12,1
3662,2015,4,0,12,1
3663,2015,7,19,12,0
3664,2015,3,9,12,0
3665,2015,1,4,12,0
3666,2015,3,14,12,0
3667,2015,3,14,12,0
3668,2015,3,14,12,0
3669,2015,7,19,12,0
3670,2015,3,9,12,1
3671,2015,3,9,12,1
3672,2015,3,9,12,0
3673,2015,7,6,12,0
3674,2015,1,4,12,0
3675,2015,8,3,12,0
3676,2015,7,18,12,0
3677,2015,3,9,12,0
3678,2015,1,4,12,0
3679,2015,0,0,12,0
3680,2015,0,0,12,0
3681,2015,3,9,12,0
3682,2015,4,0,12,1
3683,2015,4,0,12,1
3684,2015,1,4,12,0
3685,2015,4,0,12,1
3686,2015,4,0,12,1
3687,2015,7,19,12,0
3688,2015,6,10,12,0
3689,2015,7,19,12,0
3690,2015,3,14,12,0
3691,2015,8,3,12,0
3692,2015,8,3,12,0
3693,2015,1,4,12,0
3694,2015,7,18,12,0
3695,2015,2,12,12,0
3696,2015,7,6,12,0
3697,2015,3,14,12,0
3698,2015,2,12,12,0
3699,2015,3,14,12,1
3700,2015,3,14,12,1
3701,2015,3,14,12,1
3702,2015,5,17,12,0
3703,2015,3,14,12,0
3704,2015,3,14,12,0
3705,2015,4,0,12,0
3706,2015,3,9,12,0
3707,2015,4,0,12,0
3708,2015,5,0,12,1
3709,2015,1,4,12,0
3710,2015,7,13,12,0
3711,2015,5,17,12,1
3712,2015,8,3,12,0
3713,2015,7,13,12,0
3714,2015,3,14,12,0
3715,2016,5,0,1,1
3716,2016,5,0,1,1
3717,2016,8,3,1,0
3718,2016,7,8,1,0
3719,2016,7,8,1,0
3720,2016,3,9,1,0
3721,2016,7,19,1,0
3722,2016,1,4,1,0
3723,2016,3,9,1,0
3724,2016,1,4,1,0
3725,2016,1,4,1,0
3726,2016,2,12,1,0
3727,2016,3,14,1,0
3728,2016,2,12,1,0
3729,2016,3,9,1,0
3730,2016,3,14,1,0
3731,2016,8,3,1,0
3732,2016,4,0,1,1
3733,2016,4,0,1,1
3734,2016,7,19,1,0
3735,2016,3,9,1,0
3736,2016,1,4,1,0
3737,2016,3,14,1,0
3738,2016,3,14,1,0
3739,2016,3,14,1,0
3740,2016,7,19,1,0
3741,2016,3,9,1,1
3742,2016,3,9,1,1
3743,2016,3,9,1,0
3744,2016,7,6,1,0
3745,2016,1,4,1,0
3746,2016,8,3,1,0
3747,2016,7,18,1,0
3748,2016,3,9,1,0
3749,2016,1,4,1,0
3750,2016,0,0,1,0
3751,2016,0,0,1,0
3752,2016,3,9,1,0
3753,2016,4,0,1,1
3754,2016,4,0,1,1
3755,2016,1,4,1,0
3756,2016,4,0,1,1
3757,2016,4,0,1,1
3758,2016,7,19,1,0
3759,2016,6,10,1,0
3760,2016,7,19,1,0
3761,2016,3,14,1,0
3762,2016,8,3,1,0
3763,2016,8,3,1,0
3764,2016,1,4,1,0
3765,2016,7,18,1,0
3766,2016,2,12,1,0
3767,2016,7,6,1,0
3768,2016,3,14,1,0
3769,2016,2,12,1,0
3770,2016,3,14,1,1
3771,2016,3,14,1,1
3772,2016,3,14,1,1
3773,2016,5,17,1,0
3774,2016,3,14,1,0
3775,2016,3,14,1,0
3776,2016,4,0,1,0
3777,2016,3,9,1,0
3778,2016,4,0,1,0
3779,2016,5,0,1,1
3780,2016,1,4,1,0
3781,2016,7,13,1,0
3782,2016,5,17,1,1
3783,2016,8,3,1,0
3784,2016,7,13,1,0
3785,2016,3,14,1,0
3786,2016,5,0,2,1
3787,2016,5,0,2,1
3788,2016,8,3,2,0
3789,2016,7,8,2,0
3790,2016,7,8,2,0
3791,2016,3,9,2,0
3792,2016,7,19,2,0
3793,2016,1,4,2,0
3794,2016,3,9,2,0
3795,2016,1,4,2,0
3796,2016,1,4,2,0
3797,2016,2,12,2,0
3798,2016,3,14,2,0
3799,2016,2,12,2,0
3800,2016,3,9,2,0
3801,2016,3,14,2,0
3802,2016,8,3,2,0
3803,2016,4,0,2,1
3804,2016,4,0,2,1
3805,2016,7,19,2,0
3806,2016,3,9,2,0
3807,2016,1,4,2,0
3808,2016,3,14,2,0
3809,2016,3,14,2,0
3810,2016,3,14,2,0
3811,2016,7,19,2,0
3812,2016,3,9,2,1
3813,2016,3,9,2,1
3814,2016,3,9,2,0
3815,2016,7,6,2,0
3816,2016,1,4,2,0
3817,2016,8,3,2,0
3818,2016,7,18,2,0
3819,2016,3,9,2,0
3820,2016,1,4,2,0
3821,2016,0,0,2,0
3822,2016,0,0,2,0
